RecordType,Item,Manufacturer,Description,Quantity,SerialNumber
I,AIR-AP-BRACKET-1,CISCO,Low Profile Access Point Bracket,6,
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,07181440
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,03281482
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,05061481
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,07301443
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,3,07301443
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,3,08081444
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,06101440
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,06101440
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,06101440
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,08071442
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,08271312
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,08271312
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,16,07311481
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,08271440
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,08271440
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,2,08271440
I,AIR-AP-T-RAIL-R,CISCO,Ceiling Grid Clip,8,
I,AIR-AP1131AG-A-K9,CISCO,802.11A; 11G ACCESS POINT;INT RADIOS;ANTS;FCC CNFG,61,
I,AIR-AP1242MNTGKIT,CISCO,AP1242 ACCESS POINT CEILING/WALL MOUNT BRAKET KIT,12,
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,02221540
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,01131541
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,03281482
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08071442
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,09291440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,10101443
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,3,07211481
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,3,07301443
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,3,08081444
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,7,09291481
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,178,
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,01061540
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,10241442
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,01271545
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,01291548
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,07181482
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,4,02091583
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,4,02091583
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,7,10271481
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,06101440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,06101440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,06101440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,06101440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,06111443
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,07181440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,4,04301482
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,16,07311481
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,153,08271312
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,11191322
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,12191480
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,1,12191480
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,01201542
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,01211547
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,07301443
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,08011440
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,10271482
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,10291480
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,2,12231441
I,AIR-CAP2602I-A-K9,CISCO,CISCO AIRONET 2600 SERIES ACCESS POINT,10,11191481
I,AIR-CB21AG-A-K9,CISCO,802.11A/B/G CARDBUS ADAPTER; FCC CNFG,2,
I,AIR-CT5508-100-K9,CISCO,5508 Series WL LAN Cont; 100 Lightweight Acc Points,1,02111471
I,AIR-CT5508-100-K9,CISCO,5508 Series WL LAN Cont; 100 Lightweight Acc Points,2,02111471
I,AIR-CT5508-100-K9,CISCO,5508 Series WL LAN Cont; 100 Lightweight Acc Points,2,02111471
I,AIR-CT5508-100-K9,CISCO,5508 Series WL LAN Cont; 100 Lightweight Acc Points,2,02111471
I,AIR-CT5508-100-K9,CISCO,5508 Series WL LAN Cont; 100 Lightweight Acc Points,2,02111471
I,AIR-CT5508-100-K9,CISCO,5508 Series WL LAN Cont; 100 Lightweight Acc Points,2,
I,AIR-CT5508-50-K9,CISCO,5508 Series WL LAN Cont; 50 Lightweight Acc Points,2,02111471
I,AIR-CT5508-50-K9,CISCO,5508 Series WL LAN Cont; 50 Lightweight Acc Points,2,02111471
I,AIR-CT5508-50-K9,CISCO,5508 Series WL LAN Cont; 50 Lightweight Acc Points,4,
I,AIR-CT5508-50-K9,CISCO,5508 Series WL LAN Cont; 50 Lightweight Acc Points,2,09291481
I,AIR-CT5508-50-K9,CISCO,5508 Series WL LAN Cont; 50 Lightweight Acc Points,2,09291481
I,AIR-CT5508-50-K9,CISCO,5508 Series WL LAN Cont; 50 Lightweight Acc Points,2,08061480
I,AIR-CT5508-500-K9,CISCO,5508 Series Wireless LAN Cont; 500 Access Points,2,
I,AIR-LAP1131AG-A-K9,CISCO,802.11AG LWAPP AP INTEGRATED ANTENNAS,128,
I,AIR-LAP1142N-A-K9,CISCO,802.11A/G/N FIXED UNIFIED AP INT ANT A REG DOMAIN,4,12191480
I,AIR-LAP1142N-A-K9,CISCO,802.11A/G/N FIXED UNIFIED AP INT ANT A REG DOMAIN,100,
I,AIR-LAP1262N-N-K9,CISCO,Cisco Aironet 1262n 802.11n 300 Mbps Wireless Access Point,1,
I,AIR-PWR-5500-AC,CISCO,Redundant Power Supply,1,02111471
I,AIR-PWR-5500-AC,CISCO,Redundant Power Supply,2,02111471
I,AIR-PWR-5500-AC,CISCO,Redundant Power Supply,2,02111471
I,AIR-PWR-5500-AC,CISCO,Redundant Power Supply,2,02111471
I,AIR-PWR-5500-AC,CISCO,Redundant Power Supply,2,02111471
I,AIR-PWR-5500-AC,CISCO,Redundant Power Supply,2,02111471
I,AIR-PWR-5500-AC,CISCO,Redundant Power Supply,2,02111471
I,AIR-PWR-B,CISCO,240V AC Power Supply,1,
I,AIR-PWR-CORD-NA,CISCO,POWER CORD,4,09291481
I,AIR-PWR-CORD-NA,CISCO,POWER CORD,49,
I,AIR-PWRINJ3,CISCO,POWER INJ FOR 1100;1130AG; 1200 1230AG; 1240AG,18,
I,AIR-PWRINJ4,CISCO,POWER INJECTOR 1140 / 1250 SERIES,218,
I,AIR-SC5.0-XP2K,CISCO,QTY 50;001 Spec seat count in range 50001-100000,2,
I,AIR-WLC4402-12-K9,CISCO,WLAN Controller; Up to 12 Access Points,1,
I,AJ718A,HP,8Gbps Short Wave Fibre Channel SFP+ Optical Trans,36,
I,AJ762A,HP,StorageWorks 81E 8Gbps Single Pt FIB CH Host Bus,2,
I,AK242A,HP,StorageWks 8/20q Fib CH SAN Sw 16 Active Pts 8Gbps,2,
I,AL2033010,BAYNETWRKS,NORTEL BAYSTACK 400-ST1 CASCADE MODULE W/ CASCADE CABLE,2,
I,AP5015,APC,APC 15"" RACKMOUNT KEYBOARD MONITOR MOUSE,1,
I,AP5254,,12FT PS/2 KVM CABLE,18,
I,AP770A,HP,8Gbps Fibre Channel Host Bus Adapt; PCI-E; 2 SFPs,2,
I,AP7750,AME/PO/CO,RACK AUTOMATIC TRANS,1,
I,AP7898,APC,RACK PDU; METERED; ZERO U; 12.5KW; 208V,2,
I,AP7921,AME/PO/CO,Rack PDU Switched 1U 16A,2,
I,AR3307,APC,NETSHELTER SX 48U/600MM/1200MM ENCLOSURE BLACK,1,
I,AR7710,APC,CABLE CONTAINMENT BRACKETS,4,
I,AR8100,APC,NETSHELTER HARDWARE; PKG OF 32,1,
I,AR8136BLK,APC,19"" BLACK MODULAR TOOLLESS BLANKING PANNEL,1,
I,ASA-VPNS-1000,CISCO,Premium Shared VPN Server License; 1000 Users,1,
I,ASA5505-K8,CISCO,ASA 5505 APPLIANCE W/SW; 10 USERS; 8 PORTS; DES,1,
I,ASA5585-S20-K9,CISCO,Sec App; 8 10/100/1000Mbps Pt; 10k IP Sec; 2 VPN,1,
I,ASR1000-ESP10,CISCO,Embedded SVC Proc,2,11221342
I,ASR1000-ESP10,CISCO,Embedded SVC Proc,13,
I,ASR1000-ESP40,CISCO,CISCO ASR 1000 SERIES ROUTERS EMBEDDED SERVICES,1,
I,ASR1000-RP2,CISCO,CISCO ASR1000 ROUTER,1,
I,ASR1000-SIP10-BUN,CISCO,CISCO ASR1000 SPA INTFC PROC 10 BUNDLE,1,
I,ASR1000-SIP40,CISCO,CISCO ASR 1000 SERIES SPA INTERFACE PROCESSOR 40G,6,04211470
I,ASR1000-SIP40,CISCO,CISCO ASR 1000 SERIES SPA INTERFACE PROCESSOR 40G,1,
I,ASR1000-SW-SPARECD,CISCO,Aggregation Services Routers Software Media Kit,2,
I,ASR1001,CISCO,Cisco ASR1001 system crypto 4 built in one,18,02251572
I,ASR1001,CISCO,Cisco ASR1001 system crypto 4 built in one,18,
I,ASR1002,CISCO,CISCO ASR1002 CHAS;4 BUILTIN GE;DUAL PS; 4 GB DRAM,1,
I,ASR1002-10G-HA/K9,CISCO,CISCO ASR1002 HA BUNDLE W ESP-10G AESK9,2,05191417
I,ASR1002-10G-HA/K9,CISCO,CISCO ASR1002 HA BUNDLE W ESP-10G AESK9,2,11221342
I,ASR1002-10G-HA/K9,CISCO,CISCO ASR1002 HA BUNDLE W ESP-10G AESK9,2,
I,ASR1002-10G-HA/K9,CISCO,CISCO ASR1002 HA BUNDLE W ESP-10G AESK9,2,02251570
I,ASR1002-10G-HA/K9,CISCO,CISCO ASR1002 HA BUNDLE W ESP-10G AESK9,2,02251570
I,ASR1002-10G-SHA/K9,CISCO,ASR1002 Aggreg Svcs Router HA BdlESP-10G Svcs CPU4,14,
I,ASR1002-PWR-AC,CISCO,CISCO ASR1002 AC POWER SUPPLY,4,11221342
I,ASR1006,CISCO,CISCO ASR1006 CHASSIS,1,02111471
I,ASR1006,CISCO,CISCO ASR1006 CHASSIS,1,02111471
I,ASR1006,CISCO,CISCO ASR1006 CHASSIS,1,
I,ASR1006-10G-VPN/K9,CISCO,Aggreg Svcs Router HA Bdl ESP10G Svcs CPUsRP1 CPUs,2,
I,ASR1006-PWR-AC,CISCO,CISCO ASR1006 AC POWER 000  SUPPLY,2,
I,ATA186-I1-A,CISCO,2-PORT ADAPTER,1,
I,ATDB15F-8,,15-Pin DB; 8-Conductor; Jack to Female Data Adaptor,12,
I,AVC MEGA COOL,,HIGH PREFORMANCE CPU COOLER,12,
I,AX691B,HP,HP DL380G6 E5540 300GB CISCO/HP SRVR,6,07071470
I,AX691B,HP,HP DL380G6 E5540 300GB CISCO/HP SRVR,118,
I,AX691B,HP,HP DL380G6 E5540 300GB CISCO/HP SRVR,25,03031570
I,B12-0306-2A-7FT,COMPU-LINK,HYDRA CABLE PER DRAWING NCNR 7FT,1,02111472
I,B12-0306-2A-7FT,COMPU-LINK,HYDRA CABLE PER DRAWING NCNR 7FT,10,02111472 - BC Refresh LK
I,B12-0306-2A-7FT,COMPU-LINK,HYDRA CABLE PER DRAWING NCNR 7FT,23,
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,03091541
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,01161543
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,02111472
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,273,02111472 - BC Refresh LK
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,1,01161542
I,B12-0731-1-7FT,,7FT 25PR C5E 90DGM/8 RJ45 8 PORT AMPHENOL PIGTAIL,285,
I,BC336A,HP,HP RHEL SRV 4 DKT-1 GUEST 9X5 3YR LIC,4,
I,BF-S720-64MB-SP,CISCO,CISCO CATALYST 6500 64MB BOOTFLASH,2,
I,BN39-00246S,OTHER,cbf singal-dvi(d)dvi-d cable; 24p/24p,1,
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01271545
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01271545
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01291548
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01291548
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,07181482
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,25,10241442
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01131541
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01131541
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01201542
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01201542
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01291540
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,10241442
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,07211481
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01211547
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,01211547
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,1,10291480
I,C1-CISCO3945/K9,CISCO,Cisco ONE - ISR 3945,5,
I,C1841-T1SEC-V2/K9,CISCO,1841 Integ Svcs Router2 LAN Pts64MB Fla256MB DRAMW,1,
I,C2921-CME-SRST/K9,CISCO,2921 VOICE BUNDLEW/PVDM3-32;FL-CME-SRST-25;UCLIC;FL-CUBE10,1,05061481
I,C2921-CME-SRST/K9,CISCO,2921 VOICE BUNDLEW/PVDM3-32;FL-CME-SRST-25;UCLIC;FL-CUBE10,1,05061481
I,C2921-CME-SRST/K9,CISCO,2921 VOICE BUNDLEW/PVDM3-32;FL-CME-SRST-25;UCLIC;FL-CUBE10,1,
I,C2921-CME-SRST/K9,CISCO,2921 VOICE BUNDLEW/PVDM3-32;FL-CME-SRST-25;UCLIC;FL-CUBE10,1,07211481
I,C2921-CME-SRST/K9,CISCO,2921 VOICE BUNDLEW/PVDM3-32;FL-CME-SRST-25;UCLIC;FL-CUBE10,1,01071581
I,C2921-CME-SRST/K9,CISCO,2921 VOICE BUNDLEW/PVDM3-32;FL-CME-SRST-25;UCLIC;FL-CUBE10,1,12191480
I,C2951-CME-SRST/K9,CISCO,CISCO 2951 UC BUNDLE W PVDM3-32; FL-CME-SRST LIC,1,
I,C3560X-48-S-E,CISCO,CISCO C3560X-48 IP BASE TO IP SVCS PAPER LICENSE,1,
I,C3745/AISK9,CISCO,C3745 AISK9 BUNDLE,9,
I,C3845-VSEC/K9,CISCO,3845 VOICE SECURITY BUNDLE; PVDM2-64; ADV IP SERV,1,07141440
I,C3845-VSEC/K9,CISCO,3845 VOICE SECURITY BUNDLE; PVDM2-64; ADV IP SERV,1,02111472
I,C3900-SPE100/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE100 FOR CISCO3925 ISR,1,01231470
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01271545
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01271545
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01291548
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01301542
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,06101440
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,06241482
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,07181482
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01131541
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01131541
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01161543
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01291540
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,10241442
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,10241442
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,10241442
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,75,
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01161542
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,07211481
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,10101443
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,3,11031473
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01201542
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01201542
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01211547
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01211547
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,01301543
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,02111472
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,05061481
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,10291480
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,11221314
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,11221314
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,11221314
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,11221314
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,11221314
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,11221314
I,C3900-SPE150/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,2,08061480
I,C3900-SPE250/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,1,07231480
I,C3900-SPE250/K9,CISCO,CISCO SERVICES PERFORMANCE ENGINE,77,
I,C3925-CME-SRST/K9,CISCO,CISCO 3925 VOICE BUNDLE W PVDM3-64,1,01231470
I,C3945-VSEC-SRE/K9,CISCO,3945 Integ Svcs RoutPVDM3-64256MB Flash1GB DRAM3,3,
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,01161542
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,06111443
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,09291440
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,10101443
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,18,02111472 - BC Refresh LK
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,01161543
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,02111472
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,02111472
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,02111472
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,02111472
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,02111472
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,02111472
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,02111472
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,02111472
I,C3945-VSEC/K9,CISCO,CISCO 3945 VOICE SEC. BUNDLE ROUTER,1,02111472
